hidden_layers,learning_rate,activation,dropout,val_accuracy,train_accuracy,test_accuracy,val_f1,val_precision,val_recall,test_f1,test_precision,test_recall,l2_penalty
[64],0.01,relu,0.5,0.6700404858299596,0.9783637592968222,0.631578947368421,0.31301498768497654,0.35969465317291405,0.2952757561643669,0.2804086060430896,0.30508229447279656,0.27028293181296936,0.0
"[32, 512, 16]",0.01,relu,0.5,0.5364372469635628,0.7680865449628127,0.48582995951417,0.2157733980783853,0.29257376430656123,0.20636862716806398,0.1725010131986876,0.24350308884164867,0.16406179883964614,0.1
"[128, 64]",0.0005,relu,0.25,0.48582995951417,0.7011494252873564,0.4676113360323887,0.26336010876713334,0.3225622171945701,0.27134282296985673,0.28678100207507917,0.35735197483902675,0.3250759239534271,0.1
"[128, 8, 32]",0.001,relu,0.25,0.6821862348178138,0.993238674780257,0.6619433198380567,0.35602047845900303,0.5101079760403531,0.331338423387078,0.30813492063492065,0.3622092033102054,0.2913059004657878,0.001
"[8, 32, 512]",0.0005,relu,0.25,0.6740890688259109,0.982420554428668,0.6417004048582996,0.3265469305885781,0.3616169819931956,0.31344781133579636,0.3092559440516045,0.35306983302777584,0.2936692709846652,0.001
"[8, 32, 512]",0.0005,relu,0,0.6578947368421053,0.9567275185936444,0.631578947368421,0.3061853887757827,0.374793266940574,0.2920102178159124,0.2775896839127438,0.3068949647410393,0.27408527956087403,0.1
"[512, 64, 32, 32]",0.0005,relu,0.5,0.2975708502024291,0.3793103448275862,0.2631578947368421,0.1439916812444615,0.23111609566998553,0.20822688344590723,0.13890330249494418,0.21078513043973568,0.2089064172136763,0.1
"[16, 128]",0.001,relu,0.5,0.6821862348178138,0.9100743745774171,0.6417004048582996,0.3615727391177411,0.4382614942528736,0.3461152749129909,0.3045468192848765,0.3188911982349286,0.3113094161670507,0.0
"[512, 8, 16]",0.001,relu,0.5,0.5222672064777328,0.7430696416497633,0.5263157894736842,0.2834330052405339,0.32754209507775545,0.2939763850276991,0.3025782705751341,0.32476701508374506,0.3450003991031838,0.001
"[128, 256]",0.001,relu,0.1,0.6842105263157895,0.9770114942528736,0.6295546558704453,0.32875225879654124,0.37202202950558216,0.31354334854804194,0.2950804598590768,0.31964509030225763,0.28709475913011584,0.0
"[256, 8, 16, 32]",0.01,relu,0.5,0.5546558704453441,0.6159567275185936,0.5566801619433198,0.10786756544974996,0.17386831275720163,0.13431322806322807,0.10709598800149983,0.14452965235173826,0.1346772596772597,0.1
"[128, 128]",0.0005,relu,0.25,0.6821862348178138,0.9249492900608519,0.6417004048582996,0.34157807877159896,0.3723231787466632,0.3320533507485948,0.29661136074946554,0.31404252728232507,0.294201570758204,0.01
"[64, 64, 64]",0.005,relu,0.5,0.6558704453441295,0.966869506423259,0.6194331983805668,0.3342336179853607,0.41087926464909386,0.33638030841566513,0.28306667177457073,0.316715165317139,0.274696997925252,0.0
"[512, 128, 128]",0.0005,relu,0.1,0.6740890688259109,0.9411764705882353,0.6336032388663968,0.322131942732444,0.3617809213587583,0.31966511151429805,0.29177981806368564,0.3075478783888922,0.2934006281550086,0.001
"[512, 128, 128]",0.0005,relu,0.25,0.680161943319838,0.9438810006761326,0.6336032388663968,0.33815473641382476,0.38678905794798457,0.3228961281214097,0.2954956195289924,0.31611326173826176,0.28744657577573723,0.001
"[64, 32]",0.001,relu,0.1,0.6781376518218624,0.9303583502366464,0.6336032388663968,0.33328317546461034,0.37626337669570753,0.32933569580941296,0.2983018352816905,0.32742636652514084,0.29720960353000403,0.001
"[256, 512, 16, 64]",0.001,relu,0.5,0.6680161943319838,0.991210277214334,0.6477732793522267,0.32861290756027606,0.35709060454555064,0.3148909587426484,0.33298262987234944,0.35076954397394133,0.3290955583586998,0.001
"[512, 256, 256, 512]",0.005,relu,0.1,0.4433198380566802,0.5524002704530088,0.41700404858299595,0.16484203128193667,0.20660985070615728,0.19549030400485345,0.13163937880362564,0.15546590171671287,0.1569523813344214,0.1
"[16, 256, 64]",0.005,relu,0.1,0.6639676113360324,0.887762001352265,0.6295546558704453,0.31393434382996693,0.34906242237953305,0.3156864779205205,0.3005551269825377,0.3342453966615041,0.2982700458060283,0.01
[64],0.01,relu,0,0.6680161943319838,0.9770114942528736,0.6376518218623481,0.2979399684758176,0.3441371681415929,0.2902183578419498,0.28812254835908496,0.31343682812056306,0.28193440607395553,0.001
"[256, 8, 512, 128]",0.001,relu,0,0.6578947368421053,0.9743069641649763,0.631578947368421,0.24378354691589635,0.30929624248405435,0.24459301403137448,0.2541197091424956,0.31302367596523145,0.2429745694373354,0.0
[256],0.0005,relu,0,0.6842105263157895,0.9641649763353617,0.6417004048582996,0.3071628792414788,0.3603064150761519,0.2999655889987555,0.2938320954316613,0.3291558414347972,0.2835085507566734,0.0
"[64, 512, 128]",0.005,relu,0.25,0.6417004048582996,0.9377958079783637,0.6052631578947368,0.38297008184789205,0.383386255925626,0.39878540879792446,0.3246959311985833,0.3231629013357601,0.33712864689084965,0.001
"[512, 32]",0.001,relu,0.5,0.6781376518218624,0.9716024340770791,0.6234817813765182,0.30111861600238693,0.35807177376809424,0.2876298906492899,0.2773071114739823,0.3239960084718149,0.2624808646789248,0.1
[512],0.005,relu,0.1,0.6578947368421053,0.9972954699121027,0.6417004048582996,0.26201679093172947,0.3278329212877866,0.25319179421964155,0.27693640375623024,0.3642465973292245,0.25831353537861673,0.0
"[64, 16, 256, 8]",0.01,relu,0.5,0.4979757085020243,0.5693035835023664,0.5,0.12646441896881705,0.1221616358325219,0.13269133348920584,0.14571217328640615,0.2608402197737101,0.17250734338500295,0.01
"[64, 256]",0.0005,relu,0.25,0.6781376518218624,0.9878296146044625,0.6437246963562753,0.3107122601224397,0.37732567849016363,0.2952271995998529,0.2949849491220425,0.3664567030940817,0.27550968504504175,0.0
"[32, 64, 256]",0.0005,relu,0,0.6700404858299596,0.9763353617308993,0.6214574898785425,0.31734416832131496,0.374853721492456,0.29693562116903793,0.2880275454831765,0.32641932418915776,0.2770174398772646,0.1
[64],0.01,relu,0.5,0.6740890688259109,0.9776876267748479,0.6275303643724697,0.32039649154376676,0.36283494293879776,0.3016629417208266,0.28316872831045836,0.3093213775958341,0.27140909665940954,0.001
"[16, 128]",0.0005,relu,0.1,0.6821862348178138,0.9688979039891819,0.6437246963562753,0.31499892386098594,0.3711541681890147,0.3075849982139094,0.28896272459348793,0.3268175351901767,0.2797754000820334,0.0
"[8, 128, 64, 64]",0.005,relu,0.5,0.6376518218623481,0.9296822177146721,0.6174089068825911,0.2907715322784447,0.3364038080560061,0.27867016227466795,0.2765312876621077,0.3120897932756426,0.2666344147101344,0.1
"[16, 512, 128]",0.001,relu,0.25,0.6821862348178138,0.9972954699121027,0.6275303643724697,0.3617707512640908,0.43297229005562343,0.3364850165342969,0.28509120160525664,0.3187340025595905,0.2741343653030136,0.0
"[256, 512, 16]",0.01,relu,0,0.5910931174089069,0.8695064232589588,0.5647773279352226,0.29278263028887613,0.3037534267208104,0.30876525404842053,0.27587323857136853,0.29578142544612146,0.28095093849161434,0.1
"[64, 64]",0.001,relu,0.1,0.6740890688259109,0.9797160243407708,0.6336032388663968,0.29543060159358975,0.35429284714557113,0.2871775547776799,0.2664756802789978,0.31723194085326434,0.25810297302005686,0.01
"[128, 128, 64]",0.0005,relu,0.1,0.6700404858299596,0.9432048681541582,0.6437246963562753,0.31592789634658963,0.3637564544588538,0.30515239835483887,0.3074988728931634,0.33242700185398427,0.3023546801315888,0.01
"[64, 16]",0.001,relu,0.25,0.694331983805668,0.9763353617308993,0.6497975708502024,0.3159890543468131,0.3850602070147591,0.30469549348616937,0.2885064844651311,0.32653628607036717,0.2792881229990116,0.001
[16],0.001,relu,0.25,0.4352226720647773,0.6619337390128465,0.43724696356275305,0.2524276264820836,0.30313109254536763,0.33827754314299996,0.24936374526390237,0.2854827412144606,0.3024349408892588,0.1
"[64, 256]",0.0005,relu,0.25,0.6821862348178138,0.9722785665990534,0.6558704453441295,0.2989667224409082,0.36578036437246964,0.2906590363176721,0.28430647840531564,0.34836741771735713,0.2704553804757184,0.01
"[16, 16, 512]",0.0005,relu,0,0.6578947368421053,0.9607843137254902,0.6255060728744939,0.29021073152743376,0.3332115443482782,0.27724584584722256,0.2705193774679421,0.3125365979026109,0.25854346563827163,0.001
"[64, 16, 8, 256]",0.001,relu,0.5,0.6558704453441295,0.9127789046653144,0.6052631578947368,0.3266453975080736,0.34214926368840565,0.3245090705588202,0.28262253690932637,0.2970715078484224,0.2808570301139137,0.1
"[128, 256, 16]",0.01,relu,0.5,0.5769230769230769,0.7802569303583502,0.5425101214574899,0.23544093329897348,0.26312241176417744,0.26220362981157724,0.21857125773361957,0.26178794890513957,0.22971546387535122,0.001
[16],0.001,relu,0.1,0.6659919028340081,0.8938471940500338,0.6356275303643725,0.3320591010296893,0.3561018470765763,0.32867595973822505,0.30322739994167003,0.30523512751957704,0.3120715493994593,0.01
"[8, 8, 8, 32]",0.005,relu,0.1,0.6700404858299596,0.9702501690331304,0.6477732793522267,0.3225959307600161,0.39576462996265693,0.3213401968290892,0.360766404174082,0.410604831071773,0.34241241088080887,0.1
"[64, 256, 128, 512]",0.001,relu,0.1,0.6619433198380567,0.9810682893847193,0.6356275303643725,0.2990439035756998,0.38385684774463646,0.28659250761096816,0.27423847233333465,0.3276955790883175,0.2646061026849512,0.0
"[64, 8, 64, 256]",0.005,relu,0.5,0.5809716599190283,0.8147396889790399,0.5668016194331984,0.24661598361614884,0.2593859295130482,0.24494617943460248,0.28945876250653263,0.3458089232795074,0.27009140500614215,0.0
"[512, 128, 256, 32]",0.0005,relu,0.1,0.6740890688259109,0.9770114942528736,0.6396761133603239,0.28559899530294264,0.33165088459305303,0.2792007893306392,0.28607174598211055,0.3334223464478599,0.2739910743274323,0.0
"[64, 64, 64]",0.005,relu,0,0.6680161943319838,0.9871534820824882,0.631578947368421,0.2869600220552036,0.35236835264408795,0.2744432449923689,0.26908561587666063,0.32430622486787114,0.25669182149939346,0.01
"[16, 32, 128, 64]",0.005,relu,0.5,0.6558704453441295,0.8782961460446247,0.6072874493927125,0.35341330586632724,0.4198267738542499,0.3313473981105396,0.3065412663095392,0.34972609940230126,0.29111266157574045,0.0
"[128, 512, 128]",0.001,relu,0.5,0.6842105263157895,0.9871534820824882,0.6356275303643725,0.37329260528938907,0.5029468376558308,0.3461744911799668,0.30561391383197045,0.33000305250305245,0.2937579366318415,0.1
"[32, 16, 512]",0.005,relu,0,0.6740890688259109,0.9506423258958756,0.6255060728744939,0.3203880914341873,0.36436168356798887,0.3027614667164104,0.2905253394797608,0.3247185219961989,0.27595256541595714,0.01
"[8, 32]",0.0005,relu,0.5,0.5951417004048583,0.6484110885733604,0.5668016194331984,0.20069133897827102,0.18842060810810812,0.24520777645777644,0.1896025354165872,0.18034739810879555,0.22645860145860147,0.01
"[128, 256, 8]",0.0005,relu,0.5,0.24898785425101214,0.3752535496957404,0.22672064777327935,0.1524103572324674,0.2880840376715049,0.20929880371369733,0.15794777764148885,0.23059398331137462,0.2714097894948959,0.0
"[512, 512]",0.01,relu,0.25,0.6437246963562753,0.9925625422582827,0.6174089068825911,0.3014841596815482,0.37359599608051625,0.28937483321870056,0.2656555999024803,0.27956529001545083,0.2661178999179625,0.0
"[8, 64, 128, 64]",0.001,relu,0.5,0.6639676113360324,0.9269776876267748,0.6153846153846154,0.3358696204150872,0.35840643274853806,0.3293590002757712,0.30359170591038953,0.3046454115212655,0.3060121713125468,0.0
"[512, 8]",0.005,relu,0.5,0.6842105263157895,0.9864773495605138,0.6417004048582996,0.3331554622673647,0.3848256920687429,0.31896918227487686,0.2933111905456681,0.31754332460594803,0.28749532852317583,0.001
"[512, 8, 64]",0.01,relu,0.25,0.6153846153846154,0.8627450980392157,0.548582995951417,0.2661107191513641,0.32072193343379785,0.27141624830141725,0.2340578076503649,0.2630506309787092,0.24815438461402164,0.0
"[16, 32, 64]",0.01,relu,0.25,0.6477732793522267,0.9215686274509803,0.6255060728744939,0.306864914046267,0.34338672710658047,0.3020472795582308,0.3226327406343403,0.3520563896989125,0.3203993307560266,0.001
"[64, 512]",0.0005,relu,0.25,0.6740890688259109,0.9695740365111561,0.6396761133603239,0.30577275229120865,0.3624381439374715,0.29352090119455576,0.28690004714757195,0.32779715122311515,0.27516775369560104,0.001
"[32, 512, 64, 256]",0.001,relu,0.5,0.6578947368421053,0.9607843137254902,0.6234817813765182,0.33331786950318154,0.4017139319867291,0.3141851422710309,0.28491062070753037,0.3007035305639973,0.28144293816227484,0.0
"[32, 16]",0.0005,relu,0.5,0.37044534412955465,0.5760649087221096,0.354251012145749,0.25620812936891285,0.2841561890794628,0.36970810138832666,0.25350080413773246,0.2806983622308279,0.3767272077620951,0.0
"[256, 16, 16, 256]",0.005,relu,0.5,0.6255060728744939,0.7599729546991211,0.5870445344129555,0.25324461653069064,0.26638850840007594,0.25193366150812957,0.24917413546923195,0.27371623691188146,0.24647586416203435,0.001
[16],0.005,relu,0.5,0.680161943319838,0.9797160243407708,0.6356275303643725,0.30053223438457366,0.34310002670940176,0.2982618848545006,0.2742874677514162,0.32431457431457433,0.26314381066414855,0.0
"[512, 8]",0.01,relu,0.5,0.6336032388663968,0.8999323867478025,0.6012145748987854,0.32379928696208005,0.3464447542095871,0.3242306160015797,0.3096426274510442,0.3321147263157573,0.29925537583547596,0.0
"[64, 512]",0.0005,relu,0,0.6821862348178138,0.9350912778904665,0.6437246963562753,0.34144882463873155,0.3596938421494284,0.33470480169478917,0.3173408902203636,0.33393706917422966,0.31007487316154403,0.0
"[16, 256, 16]",0.01,relu,0,0.6680161943319838,0.9979716024340771,0.645748987854251,0.32158258328731276,0.3890921526182287,0.2984865452794113,0.29790343233661953,0.3560122339534105,0.2768394774417928,0.0
"[128, 64, 8, 128]",0.01,relu,0.1,0.5688259109311741,0.6713995943204868,0.5506072874493927,0.21922208362886325,0.3323905090894269,0.21297464703284477,0.21017902599382385,0.355088988236894,0.2252457650611593,0.001
[8],0.005,relu,0,0.6781376518218624,0.9445571331981069,0.6376518218623481,0.31174325894711596,0.346854354018463,0.30261766592336053,0.2951554449334729,0.3275545192703333,0.28464139098525837,0.01
"[256, 256, 16]",0.01,relu,0,0.6356275303643725,0.9952670723461798,0.6093117408906883,0.26608091876034495,0.3643851151347403,0.25093296467670684,0.2661394065602685,0.31385608565580225,0.2554859212008774,0.01
"[32, 128]",0.001,relu,0.5,0.6842105263157895,0.9722785665990534,0.6477732793522267,0.32426830289804176,0.3739391389767628,0.31283008422401415,0.30167902353296533,0.33431783902148954,0.2900389588828262,0.001
[128],0.01,relu,0.5,0.6781376518218624,0.973630831643002,0.6396761133603239,0.32849003047954967,0.3655212927316586,0.3118358665918115,0.3129957121867346,0.33448847673241205,0.30121139703430067,0.0
"[512, 64, 512, 256]",0.0005,relu,0.1,0.6761133603238867,0.9391480730223124,0.6255060728744939,0.371368803049665,0.3870832427339277,0.36187848642870546,0.33397057617767784,0.3551261479357638,0.327467930467774,0.1
"[32, 64, 8]",0.005,relu,0,0.6558704453441295,0.9513184584178499,0.6275303643724697,0.30022779231144214,0.35926831626125166,0.28844415174984633,0.27125785775251493,0.2956259426847662,0.2711209375007873,0.0
[8],0.01,relu,0.25,0.6882591093117408,0.9161595672751859,0.631578947368421,0.35937732468015426,0.3730488728655295,0.35463516697872144,0.3141929747055933,0.3154913644905061,0.31624192469780704,0.01
"[512, 128, 16]",0.01,relu,0,0.6518218623481782,0.9830966869506423,0.6012145748987854,0.3505764235355684,0.3774522495193421,0.3528595830887758,0.31384476031215164,0.31994134897360704,0.3187397682860762,0.1
"[128, 128, 128, 64]",0.01,relu,0,0.645748987854251,0.9722785665990534,0.5870445344129555,0.27726164169709905,0.3330134759424987,0.2658309281823049,0.24568116968946216,0.27548348429679115,0.2391275758766372,0.1
"[8, 32]",0.001,relu,0.5,0.6659919028340081,0.9263015551048005,0.6295546558704453,0.3342908339922327,0.35617225781544504,0.32926225886175825,0.3164608321874524,0.3351154743255938,0.31254294147363615,0.01
"[32, 128, 8]",0.001,relu,0.5,0.6518218623481782,0.9844489519945909,0.631578947368421,0.32918841099774593,0.44616008598319923,0.30712910975348395,0.2789531871621082,0.3014143322352705,0.27111245258929867,0.0
"[32, 128]",0.0005,relu,0.1,0.6842105263157895,0.9702501690331304,0.6619433198380567,0.306713919326188,0.35390784414148563,0.30277568739708915,0.30178192392596365,0.3560485600158044,0.28748444553356944,0.0
"[64, 512]",0.005,relu,0.5,0.6700404858299596,0.9918864097363083,0.631578947368421,0.3290670067170532,0.3727139151261225,0.3073886294318084,0.2997384012486781,0.3193520105242239,0.2899350335598771,0.001
"[128, 32, 256]",0.01,relu,0.5,0.6052631578947368,0.7998647734956051,0.5748987854251012,0.29870761860091133,0.4066593823214289,0.28816255052174955,0.24110383958569348,0.27281181549589933,0.2444166559075821,0.1
"[16, 512, 64]",0.0005,relu,0,0.6619433198380567,0.9851250845165652,0.6376518218623481,0.2889924239872075,0.35035358809726413,0.2815196844061049,0.27672235023041475,0.3398635687178986,0.2645840024203604,0.01
"[16, 256, 32, 128]",0.01,relu,0,0.5668016194331984,0.7315753887762001,0.5425101214574899,0.241592153347752,0.30315026436977655,0.2575272349912525,0.22573498184241048,0.2940516273849607,0.24846897167767004,0.01
"[512, 128, 16]",0.005,relu,0.25,0.6275303643724697,0.9290060851926978,0.611336032388664,0.2925078038416938,0.3020520605876263,0.3094445477502424,0.2904090878162086,0.28813033413991146,0.30434335933397266,0.001
"[512, 8, 64]",0.001,relu,0.5,0.6477732793522267,0.914131169709263,0.5951417004048583,0.35541965590235514,0.37473220593096535,0.3518982790142052,0.29079381543197336,0.2937102099108678,0.2927600076575358,0.01
"[8, 16]",0.0005,relu,0.25,0.2388663967611336,0.367816091954023,0.22672064777327935,0.15513535355533142,0.1172207945581597,0.2630098809698309,0.14145249545197436,0.10741383412279644,0.24186189474831526,0.01
"[32, 64]",0.01,relu,0.5,0.6720647773279352,0.9675456389452333,0.6194331983805668,0.32854260554260556,0.37043277101703376,0.3265029873290199,0.28471930888798924,0.3138471575680632,0.28368015531657587,0.1
"[8, 512, 256]",0.0005,relu,0.5,0.6740890688259109,0.9743069641649763,0.6396761133603239,0.36065445984440425,0.48403162795883375,0.3363816487838703,0.3015746423072103,0.3284928026261549,0.2885345894967297,0.001
"[8, 8]",0.005,relu,0.5,0.6275303643724697,0.9012846517917512,0.5870445344129555,0.26796921437706883,0.31501885775862065,0.26241429929633936,0.262107679938903,0.2998023736933798,0.25871574522231594,0.0
[8],0.0005,relu,0.25,0.3582995951417004,0.5801217038539553,0.32186234817813764,0.22146316977777786,0.25034012147982737,0.30070490447915355,0.23746660405564426,0.28011878043496136,0.33038614346890316,0.0
"[16, 32, 128]",0.001,relu,0,0.6659919028340081,0.9526707234617985,0.6234817813765182,0.2819547238465964,0.3546733131290732,0.2786139803896374,0.24813644270217444,0.31740895451324297,0.24830345524181568,0.0
"[16, 32, 64]",0.0005,relu,0.5,0.1437246963562753,0.25625422582826235,0.12753036437246965,0.08934554163147027,0.10271086093883267,0.23552794033081892,0.11536407974592564,0.15289491013544965,0.2814625756858235,0.1
"[64, 64, 8]",0.005,relu,0.1,0.6336032388663968,0.9959432048681541,0.6012145748987854,0.24803590347734433,0.2902299246778574,0.2391792094154422,0.23957392081226556,0.28198809866195546,0.22614583683106837,0.1
"[128, 128]",0.01,relu,0.5,0.645748987854251,0.9641649763353617,0.6194331983805668,0.3405338466522897,0.38153484133165894,0.34129283855504133,0.264371453946682,0.3106736006368359,0.2519125382861303,0.1
"[32, 256, 512]",0.005,relu,0.1,0.6194331983805668,0.9567275185936444,0.6133603238866396,0.35321622073485565,0.43346277703561453,0.33364989771435327,0.2858757311076635,0.2893690002764294,0.28781046928731535,0.01
"[128, 128, 16]",0.001,relu,0,0.6639676113360324,0.9858012170385395,0.6518218623481782,0.28756584389012235,0.3536733000439794,0.2824409749081213,0.2947455817178003,0.35921592991233553,0.28226788994154456,0.0
[32],0.005,relu,0.25,0.6902834008097166,0.9438810006761326,0.6356275303643725,0.33859720817941913,0.37679341293346946,0.32852382246155715,0.2985968642645555,0.3155744520030234,0.29420219673661474,0.0
"[128, 16]",0.001,relu,0.25,0.6821862348178138,0.9716024340770791,0.6194331983805668,0.330593539796907,0.38483592619274776,0.31502365971233304,0.2830944932401662,0.3108623729605323,0.27188856256440735,0.0
"[32, 256]",0.0005,relu,0.1,0.6781376518218624,0.9729546991210277,0.631578947368421,0.30546888092652236,0.3596273352930845,0.29007709322947123,0.2741157782276203,0.3333337499238235,0.25750560504940984,0.001
"[64, 128, 512]",0.0005,relu,0.25,0.6720647773279352,0.9242731575388776,0.645748987854251,0.3346328818355672,0.3825757575757576,0.3190843042219763,0.30441383045012343,0.3428235094850949,0.29506586882994895,0.0
"[8, 32, 256]",0.0005,relu,0.1,0.6821862348178138,0.9716024340770791,0.6497975708502024,0.3647253965175014,0.4337068884766253,0.34629462418104473,0.3022044613554048,0.35011153962492436,0.2878677482479109,0.001
"[64, 512]",0.01,relu,0.5,0.6437246963562753,0.9479377958079783,0.631578947368421,0.35341927120343614,0.36720290726300236,0.3528990390888075,0.3461644364810929,0.3587335312781072,0.3440933769078325,0.001
"[32, 8]",0.005,relu,0.25,0.6639676113360324,0.9803921568627451,0.6255060728744939,0.3165063371738901,0.3767899631395202,0.29612913897957704,0.2781298705923047,0.3156933462123049,0.26477640753297826,0.0
"[8, 64]",0.005,relu,0.5,0.6639676113360324,0.9411764705882353,0.6174089068825911,0.3098422830527591,0.3320854585975554,0.301735937256901,0.28215957529256763,0.3069225745902925,0.27261984603192363,0.0
"[64, 32, 64, 32]",0.005,relu,0.25,0.6578947368421053,0.9445571331981069,0.6234817813765182,0.3370780621966214,0.36101045245564245,0.32961304877371833,0.3274629291068877,0.34102350453036573,0.32642956006144364,0.01
"[256, 128]",0.005,relu,0.1,0.659919028340081,0.9979716024340771,0.6437246963562753,0.29348474498349203,0.35802553579571367,0.2763460296313863,0.27868003053680485,0.32605667021160734,0.26385758480564486,0.1
[64],0.001,relu,0.25,0.6821862348178138,0.949290060851927,0.6336032388663968,0.32067574994539644,0.361232619282891,0.31043402214397203,0.29887461268327475,0.3206034340902762,0.2906552856099163,0.001
"[8, 64, 8]",0.0005,relu,0,0.25101214574898784,0.341446923597025,0.23076923076923078,0.12752247557281418,0.22532210939745187,0.1908717301004535,0.09075438362142635,0.16282634223605877,0.1400409059983528,0.1
"[256, 8, 256]",0.001,relu,0.5,0.6619433198380567,0.9601081812035159,0.631578947368421,0.30788257204356784,0.34397877229022106,0.3014666684488337,0.2874162987148442,0.2989696096741794,0.28772784271845603,0.1
"[8, 64, 256, 16]",0.0005,relu,0.25,0.6619433198380567,0.9519945909398242,0.6497975708502024,0.28239440582543485,0.3036003703283115,0.29111998358713,0.29425957424088206,0.3250641893210602,0.2909468986205532,0.0
"[16, 64]",0.005,relu,0.25,0.6700404858299596,0.9675456389452333,0.6437246963562753,0.30299463554950035,0.34486634554314266,0.2910556897963031,0.2876376039700072,0.3275002377286143,0.2749135006253279,0.01
"[16, 32, 512, 8]",0.01,relu,0,0.6700404858299596,1.0,0.6376518218623481,0.29746201725551413,0.3945479225684608,0.2829908846804967,0.2739177191957279,0.3245172564342339,0.26352699721754785,0.01
"[16, 128, 128]",0.01,relu,0.1,0.659919028340081,0.9966193373901284,0.6396761133603239,0.2828338242588302,0.3753085075493612,0.27127962625459495,0.25475919249303325,0.338141808907938,0.24704296575385437,0.001
[256],0.0005,relu,0.1,0.6842105263157895,0.9702501690331304,0.6356275303643725,0.30455740657905533,0.3659852366339708,0.2970450860782526,0.27757884411152256,0.3191475534001004,0.26821663386901184,0.0
"[128, 512]",0.005,relu,0.1,0.6619433198380567,0.9871534820824882,0.6376518218623481,0.28613924515721834,0.4050951589061345,0.2789812322431221,0.27763722723225864,0.3684522774372129,0.26424766034825486,0.001
"[32, 512, 256]",0.0005,relu,0,0.6740890688259109,0.9959432048681541,0.6356275303643725,0.30566269191523365,0.376060684229444,0.28770893558909827,0.26203726164633956,0.32580619014365525,0.24818507562562628,0.01
"[16, 64]",0.005,relu,0.5,0.6761133603238867,0.9743069641649763,0.645748987854251,0.33868895952032513,0.36487983005129027,0.3302453495663758,0.328129213677782,0.3534001782531194,0.3176765278220222,0.001
"[16, 512, 512, 256]",0.005,relu,0.5,0.5587044534412956,0.7559161595672752,0.5364372469635628,0.17119514995379573,0.2554071432112844,0.17791689263841956,0.1537812185030114,0.26389084341870717,0.16557116056490273,0.1
"[256, 16, 16, 16]",0.0005,relu,0.25,0.6518218623481782,0.9688979039891819,0.6174089068825911,0.31065918882908783,0.3365312210379982,0.2960882077355794,0.29713065669583466,0.3077400623170617,0.29075560865298034,0.01
"[64, 128, 512, 512]",0.005,relu,0.5,0.6012145748987854,0.9134550371872887,0.5850202429149798,0.3662670631996351,0.3610610228948237,0.38713752132869783,0.30737500740693235,0.3092497769698194,0.3173935365346504,0.0
"[32, 256]",0.001,relu,0,0.6842105263157895,0.964841108857336,0.6497975708502024,0.32609784283513094,0.3879799622496098,0.311958172447847,0.29962790494018743,0.35409977169184864,0.28512912884001745,0.0
"[512, 256, 32, 16]",0.01,relu,0.5,0.5425101214574899,0.6017579445571332,0.5344129554655871,0.16870298504452647,0.16995191896377668,0.17552379653443484,0.15195259309691553,0.14938708563535913,0.16210820798586756,0.1
"[8, 128, 256]",0.001,relu,0.1,0.6700404858299596,0.9661933739012847,0.6376518218623481,0.27238998561182787,0.32796425878805013,0.2743755438139043,0.27366342215949563,0.35033793166417293,0.2626292551198684,0.0
"[64, 8]",0.0005,relu,0.1,0.4068825910931174,0.6139283299526708,0.4392712550607287,0.21305671234114024,0.2407720400204577,0.2607360860255103,0.25816066684472017,0.2892477999642634,0.30352242930465706,0.1
"[32, 256]",0.005,relu,0.25,0.6821862348178138,0.9817444219066938,0.6396761133603239,0.33593613354465723,0.35763050187869033,0.32423518499863935,0.3022392865192054,0.33672913205980065,0.2878637161725397,0.0
[16],0.001,relu,0.1,0.6538461538461539,0.8884381338742393,0.6194331983805668,0.31598651309215475,0.3464845223333075,0.31238666305937896,0.2961455579666582,0.30047532091827633,0.3074303105592217,0.01
"[16, 128]",0.005,relu,0.5,0.6700404858299596,0.9540229885057471,0.6376518218623481,0.3793710632725561,0.45973206019940843,0.34808209069003815,0.3139912477446495,0.3190663385696971,0.3171190624256957,0.0
[512],0.001,relu,0.25,0.6842105263157895,0.9296822177146721,0.6255060728744939,0.33924781123333636,0.3547910376349974,0.33495842878665155,0.2888705730534638,0.2984761145001973,0.2865776196502104,0.01
"[128, 32, 64, 64]",0.0005,relu,0.1,0.6740890688259109,0.9864773495605138,0.6275303643724697,0.30313100220934475,0.363665581001494,0.28657785713480327,0.2772718787251403,0.34020368225817127,0.260971777867898,0.0
"[256, 64]",0.0005,relu,0,0.6720647773279352,0.8735632183908046,0.6336032388663968,0.33890790246768504,0.35856321655744444,0.3403631496169043,0.30597515895973515,0.30614424581874367,0.3211366899570905,0.1
"[128, 32]",0.001,relu,0.1,0.6821862348178138,0.9797160243407708,0.6396761133603239,0.32744664226193276,0.38055277159629197,0.30824593848686466,0.2910517484163058,0.34219579279080053,0.2726749024464919,0.1
"[256, 256]",0.005,relu,0.25,0.6700404858299596,0.9972954699121027,0.6174089068825911,0.2983557565563738,0.3784287368435413,0.27806739152953175,0.27684231060584896,0.37511708533089133,0.25148784420139236,0.001
"[8, 64, 16]",0.01,relu,0.5,0.6396761133603239,0.8837052062204191,0.597165991902834,0.28223071354255247,0.37083123670178453,0.26780892703139264,0.2377988665895648,0.3000270562770563,0.2281505939985289,0.0
